date,tic,open,high,low,close,volume,macd,macds,macdh,macd.1,macd_signal,macd_hist,ema_3,ema_5,ema_8,ema_10,ema_12,ema_15,ema_20,ema_26,ema_30,ema_35,ema_40,ema_45,ema_50,ema_60,ema_100,ema_200,sma_5,sma_10,sma_15,sma_20,sma_30,sma_50,sma_60,sma_100,sma_200,wma_10,wma_20,wma_30,dema_10,dema_20,dema_30,tema_10,tema_20,tema_30,trix,trix_signal,rsi_6,rsi_9,rsi_12,rsi_14,rsi_21,rsi_24,cci_14,cci_20,roc_12,roc_25,mom_10,mom_14,mom_20,willr_14,willr_21,stoch_k_9,stoch_d_9,stoch_j_9,stoch_k_14,stoch_d_14,stoch_j_14,uo,bb_upper_20,bb_lower_20,bb_width_20,bb_pct_20,bb_upper_50,bb_lower_50,bb_width_50,bb_pct_50,atr_7,atr_14,atr_21,std_10,std_20,std_30,kc_upper,kc_lower,dc_upper,dc_lower,dc_middle,obv,vol_ma_5,vol_ma_10,vol_ma_20,vol_ratio,mfi,ad_line,vwap,cmf,adx,pos_di,neg_di,aroon_up,aroon_down,aroon_osc,pivot,r1,r2,s1,s2,sar,price_change,price_change_pct,true_range,typical_price,median_price,weighted_close,intraday_intensity
2021-09-07,AAPL,154.97,157.26,154.39,156.69,82278300,2.42,1.91,0.51,2.42,1.91,0.51,155.11,154.09,152.97,152.4,151.92,151.31,150.46,149.5,148.88,148.11,147.35,146.61,145.89,144.56,140.31,133.73,153.8,151.62,150.49,149.9,148.68,146.66,144.2,137.89,,152.95,151.15,150.04,154.73,153.54,153.39,155.66,153.95,153.49,0.17,0.17,87.91,75.6,79.54,65.42,68.79,65.81,147.57,186.66,6.81,7.68,6.98,6.5,10.6,-4.47,-4.47,94.53,89.96,103.69,95.53,92.12,102.36,60.9,155.95,143.85,8.07,1.06,155.47,137.86,12.01,1.07,2.66,2.62,2.53,2.99,3.03,3.04,155.69,145.22,157.26,144.5,150.88,439806600,75593860.0,68092330.0,70979545.0,1.16,71.77,296863887.55,131.83,0.1,9.97,33.89,18.87,100.0,52.0,48.0,154.01,154.92,155.55,153.38,152.47,146.02,2.39,1.55,2.96,156.11,155.82,156.26,49596327.18
2021-09-08,AAPL,156.98,157.04,153.98,155.11,74420200,2.49,2.02,0.47,2.49,2.02,0.47,155.11,154.43,153.45,152.89,152.41,151.79,150.9,149.92,149.28,148.5,147.73,146.98,146.26,144.9,140.6,133.94,154.45,152.17,150.82,150.37,148.96,147.07,144.61,138.1,,153.59,151.64,150.46,155.2,154.09,153.88,155.95,154.56,154.05,0.19,0.17,62.87,73.89,70.35,73.23,65.24,63.3,107.48,140.04,4.67,5.26,5.49,8.75,9.51,-16.85,-16.85,79.39,88.53,61.11,83.15,90.73,67.99,58.13,156.5,144.25,8.14,0.89,155.5,138.63,11.47,0.98,2.82,2.51,2.62,3.08,3.06,3.24,155.91,145.88,157.26,144.5,150.88,365386400,73187280.0,70673710.0,71249400.0,1.04,72.35,277407626.11,131.93,0.12,13.36,35.35,12.48,96.0,48.0,48.0,156.11,157.84,158.98,154.97,153.24,146.7,-1.58,-1.01,3.06,155.38,155.51,155.31,-19456261.44
2021-09-09,AAPL,155.49,156.11,153.95,154.07,57305700,2.44,2.11,0.33,2.44,2.11,0.33,154.59,154.31,153.58,153.11,152.67,152.07,151.2,150.23,149.59,148.81,148.04,147.29,146.56,145.21,140.87,134.14,154.76,152.74,151.33,150.78,149.26,147.42,145.02,138.29,133.04,153.93,151.99,150.79,155.17,154.36,154.18,155.58,154.76,154.33,0.19,0.18,64.97,72.75,63.2,68.87,64.05,61.09,80.9,106.0,2.91,4.85,5.71,7.37,8.21,-30.44,-25.0,69.42,81.11,46.02,69.56,82.75,43.19,47.35,156.73,144.84,7.89,0.78,155.5,139.35,10.96,0.91,2.43,2.41,2.61,2.82,2.97,3.28,156.02,146.38,157.26,144.5,150.88,308080700,68585680.0,70505150.0,71690010.0,0.8,74.33,226469226.11,132.0,0.1,17.24,36.75,8.17,92.0,44.0,48.0,155.38,156.77,158.44,153.71,152.32,147.33,-1.04,-0.67,2.16,154.71,155.03,154.55,-50938400.0
2021-09-10,AAPL,155.0,155.48,148.7,148.97,140893200,1.96,2.08,-0.11,1.96,2.08,-0.11,151.78,152.53,152.56,152.35,152.1,151.69,150.99,150.13,149.55,148.82,148.08,147.36,146.66,145.33,141.03,134.29,153.83,152.88,151.48,150.79,149.37,147.66,145.33,138.45,133.22,153.24,151.82,150.77,153.43,153.66,153.8,152.95,153.57,153.63,0.19,0.18,35.13,51.01,48.49,51.69,54.44,53.95,-23.25,5.85,-0.43,1.3,1.43,0.78,0.08,-79.48,-64.97,4.16,50.99,-89.49,20.52,57.74,-53.93,37.73,156.73,144.84,7.88,0.35,155.16,140.16,10.16,0.59,3.14,2.77,2.87,2.55,2.97,3.21,156.52,145.45,157.26,144.5,150.88,167187500,82541220.0,79734750.0,75120540.0,1.88,62.57,96797608.41,132.14,-0.04,17.9,30.74,20.67,88.0,40.0,48.0,154.71,155.47,156.87,153.31,152.55,147.93,-5.1,-3.31,6.78,151.05,152.09,150.53,-129671617.7
2021-09-13,AAPL,150.63,151.42,148.75,149.55,102404300,1.61,1.99,-0.37,1.61,1.99,-0.37,150.67,151.54,151.89,151.84,151.71,151.42,150.85,150.09,149.55,148.86,148.15,147.45,146.77,145.47,141.2,134.44,152.88,152.98,151.58,150.81,149.49,147.91,145.63,138.61,133.39,152.64,151.7,150.78,152.31,153.14,153.53,151.41,152.72,153.11,0.19,0.18,31.92,37.65,52.85,49.64,51.01,54.76,-58.93,-27.33,0.8,2.33,0.95,-0.16,0.45,-73.92,-60.42,9.93,27.84,-25.88,26.08,38.72,0.8,37.34,156.73,144.89,7.85,0.39,154.8,141.02,9.32,0.62,3.07,2.79,2.85,2.38,2.96,3.14,156.44,145.26,157.26,144.5,150.88,269591800,91460340.0,84394940.0,77272005.0,1.33,54.5,55759181.07,132.24,-0.08,18.37,26.12,20.48,84.0,36.0,48.0,151.05,153.4,157.83,146.62,144.27,148.49,0.58,0.39,2.67,149.91,150.08,149.82,-41038427.34
2021-09-14,AAPL,150.35,151.07,146.91,148.12,109296300,1.21,1.83,-0.62,1.21,1.83,-0.62,149.39,150.4,151.05,151.17,151.15,151.01,150.59,149.94,149.46,148.82,148.15,147.48,146.82,145.55,141.34,134.58,151.16,152.48,151.47,150.66,149.58,148.07,145.92,138.78,133.55,151.75,151.45,150.69,150.99,152.43,153.09,149.74,151.64,152.38,0.17,0.18,24.5,37.29,51.35,46.81,48.55,53.38,-88.84,-58.8,0.39,1.39,-5.0,-1.5,-3.0,-87.63,-71.63,11.69,8.59,17.88,12.37,19.65,-2.21,35.43,156.7,144.62,8.01,0.29,154.57,141.57,8.78,0.5,3.33,2.97,2.99,2.83,3.02,3.06,156.53,144.65,157.26,144.5,150.88,160295500,96863940.0,86228900.0,77572020.0,1.41,47.31,10043901.75,132.33,-0.17,18.45,22.97,23.69,80.0,32.0,48.0,149.91,151.06,152.58,148.39,147.24,157.26,-1.43,-0.96,4.16,148.7,148.99,148.56,-45715279.33
2021-09-15,AAPL,148.56,149.44,146.37,149.03,83281300,0.95,1.65,-0.7,0.95,1.65,-0.7,149.21,149.94,150.6,150.78,150.83,150.76,150.44,149.88,149.43,148.83,148.19,147.55,146.91,145.67,141.49,134.72,149.95,152.2,151.43,150.6,149.63,148.21,146.2,138.92,133.71,151.13,151.29,150.66,150.32,151.97,152.81,149.06,150.97,151.9,0.16,0.17,14.0,38.26,51.01,51.44,46.8,54.18,-98.08,-65.07,0.29,2.36,-2.8,0.67,-1.16,-75.57,-64.5,24.43,15.35,42.58,24.43,20.96,31.36,39.18,156.68,144.52,8.07,0.37,154.47,141.95,8.45,0.57,3.55,3.01,2.91,3.03,3.04,3.03,156.46,144.43,157.26,144.5,150.88,243576800,98636160.0,85911720.0,77124600.0,1.08,46.34,71080685.13,132.4,-0.12,18.04,22.67,21.46,76.0,28.0,48.0,148.7,150.49,152.86,146.33,144.54,157.05,0.91,0.61,3.07,148.28,147.9,148.47,61036783.39
2021-09-16,AAPL,148.44,148.97,147.22,148.79,68034100,0.72,1.47,-0.75,0.72,1.47,-0.75,149.0,149.56,150.2,150.42,150.51,150.51,150.29,149.8,149.39,148.83,148.22,147.6,146.98,145.77,141.63,134.86,148.89,151.83,151.46,150.72,149.7,148.3,146.45,139.06,133.86,150.51,151.12,150.6,149.74,151.52,152.51,148.54,150.36,151.42,0.14,0.17,16.02,32.54,37.29,52.76,47.81,49.86,-98.1,-65.29,-2.83,2.01,-3.72,1.25,2.43,-77.78,-66.38,22.22,19.45,27.77,22.22,19.67,27.32,39.3,156.54,144.91,7.71,0.33,154.47,142.12,8.33,0.54,3.39,3.02,2.87,3.22,2.91,2.99,156.33,144.24,157.26,144.5,150.88,175542700,100781840.0,84683760.0,76210005.0,0.89,51.31,125119198.85,132.46,-0.04,17.85,22.57,20.68,72.0,24.0,48.0,148.28,150.19,151.35,147.12,145.21,156.63,-0.24,-0.16,1.81,148.33,148.1,148.44,54038513.71
2021-09-17,AAPL,148.82,148.82,145.76,146.06,129868800,0.31,1.24,-0.93,0.31,1.24,-0.93,147.53,148.39,149.28,149.62,149.83,149.96,149.88,149.52,149.18,148.67,148.12,147.54,146.95,145.78,141.72,134.97,148.31,151.07,151.36,150.69,149.66,148.35,146.65,139.18,133.98,149.46,150.68,150.37,148.43,150.64,151.89,147.01,149.15,150.5,0.12,0.16,13.56,24.25,34.38,44.77,49.51,45.96,-131.7,-105.54,-3.8,-1.9,-7.59,-2.54,-0.64,-97.39,-87.77,2.61,16.42,-25.01,2.61,16.42,-25.01,35.76,156.6,144.78,7.85,0.11,154.39,142.32,8.14,0.31,3.39,3.1,2.8,3.61,2.96,3.03,156.09,143.67,157.26,145.76,151.51,45673900,98576960.0,90559090.0,78355430.0,1.66,43.92,20714869.44,132.56,-0.12,17.12,21.97,21.93,68.0,20.0,48.0,148.33,149.43,150.08,147.68,146.58,156.22,-2.73,-1.83,3.06,146.88,147.29,146.68,-104404329.41
2021-09-20,AAPL,143.8,144.84,141.27,142.94,123478900,-0.26,0.94,-1.2,-0.26,0.94,-1.2,145.24,146.57,147.87,148.41,148.77,149.08,149.22,149.03,148.77,148.35,147.86,147.34,146.79,145.69,141.75,135.05,146.99,149.93,150.98,150.43,149.56,148.31,146.81,139.27,134.07,147.98,149.94,149.93,146.43,149.31,150.94,144.64,147.36,149.12,0.09,0.15,16.54,8.91,27.12,27.75,44.41,39.44,-175.62,-186.92,-6.27,-4.13,-11.36,-10.18,-5.25,-89.56,-89.56,10.59,11.81,8.16,10.44,11.76,7.82,35.65,157.21,143.65,9.02,-0.05,154.47,142.15,8.31,0.06,3.76,3.1,2.86,4.22,3.39,3.21,155.42,143.03,157.26,141.27,149.26,-77805000,102791880.0,97126110.0,81501895.0,1.52,35.79,12759646.19,132.62,-0.14,19.85,11.09,32.33,64.0,100.0,-36.0,146.88,148.0,149.94,144.94,143.82,155.59,-3.12,-2.14,4.79,143.02,143.06,143.0,-7955223.25
2021-09-21,AAPL,143.93,144.6,142.78,143.43,75834000,-0.67,0.61,-1.28,-0.67,0.61,-1.28,144.33,145.53,146.88,147.5,147.95,148.37,148.67,148.62,148.43,148.08,147.65,147.17,146.66,145.61,141.78,135.14,146.05,148.61,150.34,150.11,149.47,148.29,146.99,139.37,134.18,146.8,149.27,149.54,145.15,148.25,150.13,143.37,146.02,148.0,0.07,0.13,15.7,12.66,24.78,30.98,42.71,41.17,-130.05,-151.03,-6.65,-5.09,-13.26,-8.4,-6.28,-86.49,-86.49,14.56,9.25,25.16,13.51,8.85,22.82,41.01,157.58,142.65,9.95,0.05,154.51,142.07,8.39,0.11,3.05,3.1,2.86,3.93,3.73,3.34,154.86,142.48,157.26,141.27,149.26,-1971000,96099420.0,96481680.0,82287005.0,0.92,35.02,-8907210.96,132.66,-0.18,22.57,11.1,32.34,60.0,96.0,-36.0,143.02,144.76,146.59,141.19,139.45,154.44,0.49,0.34,1.82,143.6,143.69,143.56,-21666857.14
2021-09-22,AAPL,144.45,146.43,143.7,145.85,76404300,-0.79,0.33,-1.12,-0.79,0.33,-1.12,145.09,145.63,146.65,147.2,147.62,148.06,148.4,148.41,148.26,147.96,147.56,147.11,146.63,145.62,141.86,135.24,145.41,147.68,149.94,149.93,149.48,148.29,147.17,139.52,134.29,146.3,148.86,149.31,145.03,147.78,149.7,143.72,145.58,147.45,0.04,0.11,38.55,25.85,30.82,36.02,44.25,49.31,-84.65,-99.88,-5.48,-2.89,-9.26,-6.66,-3.77,-71.36,-71.36,32.23,19.13,58.44,28.64,17.53,50.87,46.01,157.63,142.22,10.28,0.24,154.51,142.08,8.38,0.3,3.1,3.09,2.9,3.26,3.85,3.33,154.57,142.23,157.26,141.27,149.26,74433300,94724020.0,96680090.0,83676900.0,0.91,34.6,35032258.28,132.71,-0.13,25.55,10.32,32.45,56.0,92.0,-36.0,143.6,144.43,145.42,142.61,141.78,153.39,2.42,1.69,3.0,145.33,145.06,145.46,43939469.23
2021-09-23,AAPL,146.65,147.08,145.64,146.83,64838200,-0.79,0.11,-0.9,-0.79,0.11,-0.9,145.96,146.03,146.69,147.14,147.5,147.9,148.25,148.3,148.17,147.89,147.53,147.1,146.63,145.66,141.96,135.36,145.02,146.96,149.56,149.85,149.51,148.25,147.34,139.66,134.41,146.14,148.57,149.14,145.3,147.55,149.43,144.51,145.5,147.16,0.02,0.09,38.98,41.71,26.09,35.59,45.95,50.17,-54.83,-69.91,-6.29,0.32,-7.24,-6.82,-1.53,-65.23,-65.23,54.78,33.85,96.63,34.77,25.64,53.03,50.14,157.65,142.05,10.41,0.31,154.47,142.02,8.4,0.39,2.71,3.02,2.88,2.37,3.9,3.3,154.3,142.21,157.26,141.27,149.26,139271500,94084840.0,97433340.0,83969245.0,0.77,34.1,77357194.39,132.76,-0.09,28.29,12.07,33.13,52.0,88.0,-36.0,145.33,146.95,148.06,144.22,142.6,152.42,0.98,0.67,1.44,146.52,146.36,146.6,42324936.11
2021-09-24,AAPL,145.66,147.47,145.56,146.92,53477900,-0.78,-0.07,-0.71,-0.78,-0.07,-0.71,146.44,146.33,146.74,147.1,147.41,147.78,148.12,148.19,148.09,147.84,147.5,147.09,146.65,145.7,142.06,135.47,145.19,146.75,149.11,149.82,149.44,148.21,147.51,139.85,134.52,146.14,148.29,148.97,145.56,147.38,149.19,145.16,145.47,146.92,-0.0,0.07,40.49,39.4,28.59,34.03,47.84,48.24,-46.03,-64.38,-5.28,0.15,-2.05,-7.38,-0.62,-64.67,-64.67,57.65,48.22,76.52,35.33,32.92,40.17,47.67,157.66,141.97,10.47,0.32,154.45,141.98,8.41,0.4,2.55,3.05,2.85,2.26,3.92,3.33,154.22,142.03,157.26,141.27,149.26,192749400,78806660.0,88691810.0,84213280.0,0.64,33.72,100036303.81,132.8,-0.05,30.01,12.88,32.84,48.0,84.0,-36.0,146.52,147.39,147.96,145.95,145.08,151.53,0.09,0.06,1.91,146.65,146.51,146.72,22679109.42
2021-09-27,AAPL,145.47,145.96,143.82,145.37,74150700,-0.89,-0.23,-0.65,-0.89,-0.23,-0.65,145.91,146.01,146.44,146.78,147.1,147.48,147.86,147.98,147.91,147.7,147.39,147.02,146.6,145.69,142.12,135.57,145.68,146.33,148.52,149.66,149.32,148.19,147.65,140.02,134.64,145.88,147.87,148.71,145.27,146.95,148.78,144.96,145.08,146.44,-0.02,0.05,46.01,39.03,27.85,24.57,46.81,44.0,-72.41,-89.44,-5.65,-1.9,-4.18,-11.32,-3.23,-74.0,-74.36,50.18,54.2,42.14,26.0,32.04,13.93,45.07,157.74,141.58,10.8,0.23,154.46,141.93,8.46,0.27,2.73,3.06,2.93,2.06,4.04,3.42,153.98,141.74,157.26,141.27,149.26,118598700,68941020.0,85866450.0,85130695.0,0.87,27.07,133300169.23,132.84,-0.05,32.92,6.7,36.8,44.0,80.0,-36.0,146.65,147.74,148.56,145.83,144.74,150.71,-1.55,-1.05,3.1,145.05,144.89,145.13,33263865.42
2021-09-28,AAPL,143.25,144.75,141.69,141.91,108972300,-1.23,-0.43,-0.8,-1.23,-0.43,-0.8,143.91,144.64,145.43,145.9,146.3,146.78,147.3,147.53,147.53,147.38,147.12,146.79,146.41,145.57,142.12,135.64,145.38,145.71,147.53,149.1,149.01,148.18,147.68,140.14,134.73,145.08,147.13,148.23,143.94,145.96,147.97,143.31,143.88,145.39,-0.04,0.04,44.27,26.39,30.39,22.66,40.81,40.25,-115.97,-117.62,-4.74,-5.21,-6.21,-13.2,-11.21,-95.69,-96.0,8.31,38.72,-52.5,4.31,21.88,-30.83,43.3,157.7,140.49,11.55,0.08,154.49,141.88,8.51,0.0,2.82,3.1,3.01,2.38,4.3,3.65,153.5,141.09,157.26,141.27,149.26,9626400,75568680.0,85834050.0,86031475.0,1.27,26.49,39997088.84,132.9,-0.15,34.63,6.61,40.23,40.0,76.0,-36.0,145.05,146.28,147.19,144.14,142.91,149.95,-3.46,-2.38,3.68,142.78,143.22,142.56,-93303080.39
2021-09-29,AAPL,142.47,144.45,142.03,142.83,74602000,-1.42,-0.63,-0.79,-1.42,-0.63,-0.79,143.37,144.04,144.85,145.34,145.77,146.29,146.87,147.19,147.22,147.13,146.91,146.62,146.27,145.48,142.13,135.71,144.77,145.09,146.71,148.65,148.77,148.12,147.69,140.27,134.84,144.56,146.53,147.83,143.28,145.27,147.36,142.69,143.16,144.65,-0.06,0.02,46.82,31.09,31.68,26.6,34.31,42.94,-99.39,-101.45,-4.49,-4.54,-6.2,-11.24,-9.0,-89.02,-90.24,20.66,26.39,9.22,10.98,13.76,5.41,44.5,157.59,139.71,12.03,0.17,154.58,141.65,8.73,0.09,2.5,3.13,2.9,2.22,4.47,3.81,153.13,140.61,157.26,141.27,149.26,84228400,75208220.0,84966120.0,85438920.0,0.87,31.9,14718725.2,132.94,-0.15,35.21,6.55,39.81,36.0,72.0,-36.0,142.78,143.88,145.84,140.82,139.72,149.26,0.92,0.65,2.54,143.1,143.24,143.04,-25278363.64
2021-09-30,AAPL,143.66,144.38,141.28,141.5,89056700,-1.65,-0.83,-0.82,-1.65,-0.83,-0.82,142.43,143.19,144.11,144.64,145.11,145.69,146.36,146.76,146.85,146.81,146.65,146.4,146.08,145.35,142.12,135.76,143.71,144.36,145.87,148.1,148.6,148.04,147.64,140.42,134.94,143.9,145.85,147.36,142.38,144.45,146.64,141.74,142.26,143.77,-0.08,-0.0,23.89,34.12,31.85,31.56,34.27,42.39,-104.74,-104.93,-4.47,-4.62,-7.29,-7.47,-11.01,-97.73,-98.56,3.71,10.89,-10.66,2.27,5.85,-4.91,41.97,157.38,138.81,12.54,0.14,154.73,141.35,9.03,0.01,2.68,2.87,2.96,2.06,4.64,4.02,152.09,140.62,157.26,141.27,149.26,-4828300,80051920.0,87068380.0,85876070.0,1.04,33.43,-61697668.99,132.98,-0.16,38.37,7.15,32.25,32.0,68.0,-36.0,143.1,144.18,145.52,141.76,140.68,148.62,-1.33,-0.93,3.1,142.39,142.83,142.16,-76416394.19
2021-10-01,AAPL,141.9,142.92,139.11,142.65,94639600,-1.73,-1.01,-0.71,-1.73,-1.01,-0.71,142.54,143.01,143.78,144.28,144.73,145.31,146.01,146.46,146.58,146.58,146.46,146.24,145.95,145.26,142.13,135.83,142.85,144.02,145.45,147.55,148.47,147.96,147.63,140.58,135.01,143.59,145.33,146.98,142.14,143.96,146.12,141.7,141.85,143.22,-0.1,-0.02,25.41,48.83,32.74,33.43,35.2,42.52,-115.03,-108.68,-4.28,-3.31,-3.41,-6.9,-11.0,-70.4,-80.5,42.34,22.24,82.56,29.6,14.28,60.23,46.0,156.75,138.34,12.48,0.23,154.81,141.1,9.26,0.11,2.8,2.95,2.99,2.03,4.6,4.15,151.9,140.11,157.26,139.11,148.18,89811300,88284260.0,83545460.0,87052275.0,1.09,33.8,19528444.4,133.02,-0.11,42.36,6.95,36.62,28.0,100.0,-72.0,142.39,143.49,145.49,140.39,139.29,148.03,1.15,0.81,3.81,141.56,141.01,141.83,81226113.39
2021-10-04,AAPL,141.76,142.21,138.27,139.14,98322000,-2.05,-1.22,-0.83,-2.05,-1.22,-0.83,140.84,141.72,142.75,143.34,143.87,144.54,145.35,145.92,146.1,146.17,146.1,145.93,145.68,145.06,142.07,135.87,141.61,143.64,144.76,146.79,148.17,147.77,147.53,140.75,135.07,142.7,144.53,146.37,140.83,142.91,145.22,140.17,140.64,142.12,-0.12,-0.04,17.37,36.08,27.82,30.39,29.66,31.98,-141.42,-128.47,-6.49,-6.37,-3.8,-8.98,-15.16,-92.21,-95.42,9.46,18.5,-8.64,7.79,13.22,-3.07,41.32,156.15,137.43,12.75,0.09,155.05,140.48,9.86,-0.09,3.22,2.96,3.09,2.55,4.68,4.49,151.28,139.42,157.26,138.27,147.76,-8510700,93118520.0,81029770.0,89077940.0,1.1,34.28,-35372164.74,133.05,-0.16,46.98,6.91,34.02,24.0,100.0,-76.0,141.56,144.01,145.37,140.2,137.75,147.14,-3.51,-2.46,4.38,139.87,140.24,139.69,-54900609.14
2021-10-05,AAPL,139.49,142.24,139.36,141.11,80861100,-2.11,-1.4,-0.72,-2.11,-1.4,-0.72,140.98,141.52,142.39,142.94,143.45,144.11,144.95,145.56,145.78,145.89,145.86,145.72,145.5,144.93,142.05,135.92,141.45,143.41,144.29,146.01,147.88,147.61,147.48,140.91,135.13,142.24,143.99,145.92,140.55,142.37,144.66,140.11,140.2,141.52,-0.14,-0.06,32.74,34.16,38.21,33.47,32.17,36.42,-97.87,-102.67,-3.39,-7.84,-2.32,-7.92,-15.58,-73.46,-85.04,30.87,27.56,37.49,26.54,21.31,37.01,41.4,154.45,137.57,11.56,0.21,155.13,140.09,10.18,0.07,3.39,2.97,3.16,2.67,4.22,4.66,150.88,139.01,157.04,138.27,147.66,72350400,87496280.0,81532480.0,89007080.0,0.91,41.0,-17964566.83,133.08,-0.18,51.42,6.98,32.69,20.0,96.0,-76.0,139.87,141.48,143.81,137.54,135.93,146.07,1.97,1.42,3.1,140.9,140.8,140.96,17407597.92
2021-10-06,AAPL,139.47,142.15,138.37,142.0,83221100,-2.07,-1.53,-0.54,-2.07,-1.53,-0.54,141.49,141.68,142.3,142.77,143.22,143.85,144.67,145.3,145.54,145.67,145.67,145.56,145.37,144.83,142.05,135.98,141.28,143.03,143.82,145.35,147.63,147.51,147.41,141.06,135.2,141.99,143.61,145.54,140.67,142.08,144.26,140.55,140.11,141.18,-0.16,-0.08,50.46,33.76,47.49,36.2,29.3,36.75,-92.45,-97.26,-0.66,-6.47,-3.85,-6.79,-13.11,-64.64,-80.13,40.54,26.96,67.72,35.36,23.23,59.61,46.87,152.79,137.92,10.23,0.27,155.19,139.83,10.41,0.14,3.48,3.11,3.2,2.55,3.72,4.76,150.88,138.45,156.11,138.27,147.19,155571500,89220100.0,82214160.0,89447125.0,0.93,34.89,58651683.97,133.12,-0.12,55.87,6.67,33.49,16.0,92.0,-76.0,140.9,142.45,143.78,139.57,138.02,145.14,0.89,0.63,3.78,140.84,140.26,141.13,76616250.79
2021-10-07,AAPL,143.06,144.22,142.72,143.29,61732700,-1.91,-1.61,-0.3,-1.91,-1.61,-0.3,142.39,142.22,142.52,142.86,143.23,143.78,144.54,145.15,145.39,145.54,145.55,145.46,145.28,144.78,142.08,136.05,141.64,142.67,143.46,144.81,147.46,147.48,147.32,141.23,135.28,142.03,143.41,145.26,141.22,142.08,144.06,141.5,140.41,141.13,-0.17,-0.1,52.27,38.71,49.64,44.02,33.21,36.99,8.04,-36.19,-0.1,-6.05,-3.54,-2.77,-10.78,-45.43,-71.86,65.28,45.56,104.71,54.57,38.82,86.05,52.06,151.06,138.57,8.63,0.38,155.22,139.74,10.5,0.23,3.28,3.05,3.16,2.19,3.12,4.83,150.63,138.44,155.48,138.27,146.88,217304200,83755300.0,81903610.0,89668475.0,0.69,42.38,43835835.97,133.15,-0.1,59.08,11.65,30.72,12.0,88.0,-76.0,140.84,143.31,144.62,139.53,137.06,144.31,1.29,0.91,2.22,143.41,143.47,143.38,-14815848.0
2021-10-08,AAPL,144.03,144.18,142.56,142.9,58773200,-1.8,-1.65,-0.15,-1.8,-1.65,-0.15,142.64,142.44,142.61,142.87,143.18,143.67,144.38,144.98,145.23,145.39,145.42,145.35,145.19,144.72,142.09,136.12,141.69,142.27,143.24,144.51,147.3,147.43,147.22,141.41,135.33,142.08,143.23,144.97,141.53,142.02,143.84,142.01,140.59,141.03,-0.17,-0.11,57.61,41.72,41.59,49.9,33.84,35.59,-0.7,-34.77,-2.02,-7.0,-4.02,-0.04,-6.07,-49.67,-73.1,71.45,59.09,96.17,50.33,46.75,57.48,51.58,150.49,138.53,8.28,0.37,155.26,139.59,10.62,0.21,3.14,2.82,3.14,1.61,2.99,4.9,150.02,138.74,151.42,138.27,144.84,158531000,76582020.0,82433140.0,85562475.0,0.69,44.88,9732868.07,133.18,-0.05,57.57,12.58,22.23,8.0,84.0,-76.0,143.41,144.1,144.91,142.6,141.91,144.22,-0.39,-0.27,1.62,143.21,143.37,143.14,-34102967.9
2021-10-11,AAPL,142.27,144.81,141.81,142.81,64452200,-1.7,-1.66,-0.04,-1.7,-1.66,-0.04,142.73,142.57,142.65,142.86,143.13,143.56,144.23,144.82,145.07,145.25,145.29,145.24,145.1,144.66,142.11,136.19,142.42,142.01,143.24,144.17,147.11,147.36,147.16,141.59,135.39,142.17,143.07,144.68,141.76,141.96,143.62,142.34,140.75,140.95,-0.17,-0.12,50.98,53.9,37.92,48.45,39.57,31.37,-2.29,-30.94,-2.74,-7.45,-2.56,-0.62,-6.74,-50.65,-65.48,69.42,68.72,70.82,49.35,51.41,45.22,53.57,149.7,138.65,7.67,0.38,155.29,139.44,10.76,0.21,3.13,2.91,2.96,1.22,2.76,4.96,150.04,138.42,151.07,138.27,144.67,94078800,69808060.0,81463290.0,83664870.0,0.77,38.33,-11751198.6,133.21,-0.04,56.32,12.22,23.43,4.0,80.0,-76.0,143.21,143.87,144.83,142.25,141.59,138.27,-0.09,-0.06,3.0,143.14,143.31,143.06,-21484066.67
2021-10-12,AAPL,143.23,143.25,141.04,141.51,73035900,-1.7,-1.67,-0.03,-1.7,-1.67,-0.03,142.12,142.21,142.4,142.61,142.88,143.3,143.97,144.58,144.84,145.04,145.11,145.07,144.96,144.55,142.09,136.24,142.5,141.97,143.11,143.84,146.72,147.28,147.15,141.73,135.44,142.08,142.82,144.32,141.51,141.68,143.27,141.99,140.57,140.66,-0.18,-0.14,69.98,44.46,34.85,38.53,36.72,31.61,-45.82,-63.08,-3.68,-9.69,-0.4,-4.34,-6.61,-64.78,-74.69,49.54,63.47,21.68,35.22,44.96,15.72,46.45,149.16,138.52,7.4,0.28,155.37,139.2,10.98,0.14,2.9,2.85,2.93,1.23,2.66,4.93,149.67,138.27,149.44,138.27,143.86,21042900,68243020.0,77869650.0,81851850.0,0.89,31.31,-53722055.16,133.24,-0.04,56.43,7.87,25.82,0.0,76.0,-76.0,143.14,144.48,146.14,141.48,140.14,138.4,-1.3,-0.91,2.21,141.93,142.14,141.83,-41970856.56
