date,tic,open,high,low,close,volume,macd,macds,macdh,macd.1,macd_signal,macd_hist,ema_3,ema_5,ema_8,ema_10,ema_12,ema_15,ema_20,ema_26,ema_30,ema_35,ema_40,ema_45,ema_50,ema_60,ema_100,ema_200,sma_5,sma_10,sma_15,sma_20,sma_30,sma_50,sma_60,sma_100,sma_200,wma_10,wma_20,wma_30,dema_10,dema_20,dema_30,tema_10,tema_20,tema_30,trix,trix_signal,rsi_6,rsi_9,rsi_12,rsi_14,rsi_21,rsi_24,cci_14,cci_20,roc_12,roc_25,mom_10,mom_14,mom_20,willr_14,willr_21,stoch_k_9,stoch_d_9,stoch_j_9,stoch_k_14,stoch_d_14,stoch_j_14,uo,bb_upper_20,bb_lower_20,bb_width_20,bb_pct_20,bb_upper_50,bb_lower_50,bb_width_50,bb_pct_50,atr_7,atr_14,atr_21,std_10,std_20,std_30,kc_upper,kc_lower,dc_upper,dc_lower,dc_middle,obv,vol_ma_5,vol_ma_10,vol_ma_20,vol_ratio,mfi,ad_line,vwap,cmf,adx,pos_di,neg_di,aroon_up,aroon_down,aroon_osc,pivot,r1,r2,s1,s2,sar,price_change,price_change_pct,true_range,typical_price,median_price,weighted_close,intraday_intensity
2023-11-03,AAPL,174.24,176.82,173.35,176.65,79829200,-0.78,-1.26,0.48,-0.78,-1.26,0.48,175.74,174.6,173.87,173.73,173.73,173.82,174.09,174.5,174.8,175.17,175.53,175.86,176.15,176.58,176.5,171.94,173.85,172.19,173.46,174.93,174.38,176.59,176.66,181.68,171.5,173.01,173.59,174.19,173.98,172.91,172.63,175.19,173.33,172.76,-0.1,-0.09,92.07,59.82,51.87,45.78,52.59,53.88,70.45,17.03,0.46,3.18,3.77,-2.07,-0.84,-13.88,-34.13,90.67,91.35,89.3,86.12,75.3,107.75,65.84,182.95,166.91,9.17,0.61,186.74,166.44,11.5,0.5,3.7,3.35,3.27,3.41,4.01,3.59,180.79,167.4,182.34,165.67,174.0,611534500,62015180.0,59615400.0,56317090.0,1.42,34.46,2771471422.05,150.75,0.18,33.59,19.94,33.77,36.0,76.0,-40.0,176.94,178.41,179.26,176.09,174.62,165.91,-0.92,-0.52,4.22,175.61,175.08,175.87,72007318.73
2023-11-06,AAPL,176.38,179.43,176.21,179.23,63841300,-0.28,-1.06,0.78,-0.28,-1.06,0.78,177.48,176.14,175.06,174.73,174.57,174.5,174.58,174.85,175.08,175.39,175.71,176.01,176.27,176.67,176.56,172.01,175.64,172.81,173.5,174.95,174.48,176.6,176.69,181.63,171.71,174.29,174.0,174.5,175.76,173.95,173.33,177.38,174.83,173.82,-0.09,-0.09,92.84,63.97,57.9,54.07,52.59,58.84,131.56,69.61,2.15,3.15,6.23,2.08,0.24,-1.45,-18.66,98.55,95.83,103.99,98.55,91.13,113.37,75.51,182.99,166.9,9.2,0.77,186.76,166.44,11.51,0.63,3.35,3.3,3.19,4.08,4.02,3.69,181.18,167.99,182.34,165.67,174.0,675375800,64557240.0,60401520.0,57389615.0,1.11,42.01,2827382125.78,150.78,0.19,32.2,25.9,30.58,32.0,72.0,-40.0,175.61,177.86,179.08,174.39,172.14,166.15,2.58,1.46,3.22,178.29,177.82,178.52,55910703.73
2023-11-07,AAPL,179.18,182.44,178.97,181.82,70530000,0.32,-0.78,1.1,0.32,-0.78,1.1,179.65,178.04,176.56,176.02,175.69,175.41,175.27,175.37,175.52,175.75,176.01,176.26,176.49,176.84,176.66,172.11,177.85,173.65,173.81,175.12,174.81,176.63,176.73,181.59,171.91,175.92,174.65,174.98,177.91,175.33,174.28,179.95,176.74,175.23,-0.07,-0.08,93.12,75.55,68.72,61.14,54.09,60.21,167.34,118.52,5.17,5.46,8.38,5.98,3.43,-3.7,-3.7,96.3,95.17,98.56,96.3,93.66,101.6,77.2,183.61,166.63,9.7,0.89,186.85,166.41,11.57,0.75,3.54,3.37,3.2,4.98,4.24,3.89,182.01,168.53,182.44,165.67,174.06,745905800,69694040.0,63072860.0,58731215.0,1.2,49.74,2872708321.75,150.82,0.25,29.58,31.73,29.93,100.0,68.0,32.0,178.29,180.37,181.51,177.15,175.07,166.68,2.59,1.45,3.47,181.08,180.7,181.26,45326195.97
2023-11-08,AAPL,182.35,183.45,181.59,182.89,49340300,0.87,-0.45,1.32,0.87,-0.45,1.32,181.27,179.65,177.97,177.27,176.8,176.35,176.0,175.93,175.99,176.15,176.34,176.55,176.74,177.04,176.79,172.21,179.63,174.83,174.28,175.27,175.22,176.61,176.82,181.57,172.12,177.6,175.39,175.5,179.84,176.7,175.28,182.06,178.57,176.66,-0.04,-0.07,93.41,94.84,69.92,63.49,56.41,60.03,161.97,138.72,5.72,5.31,11.79,7.43,3.09,-3.15,-3.15,96.63,97.16,95.57,96.85,97.23,96.08,78.73,184.22,166.32,10.21,0.93,186.76,166.46,11.5,0.81,3.38,3.31,3.21,5.66,4.47,4.07,182.63,169.37,183.45,165.67,174.56,795246100,68175120.0,62291190.0,58820675.0,0.84,56.36,2892338333.57,150.84,0.22,27.37,33.89,30.44,100.0,64.0,36.0,181.08,183.18,184.55,179.71,177.61,167.63,1.07,0.59,1.86,182.64,182.52,182.7,19630011.83
2023-11-09,AAPL,182.96,184.12,181.81,182.41,53763500,1.25,-0.11,1.37,1.25,-0.11,1.37,181.84,180.57,178.95,178.2,177.66,177.11,176.61,176.41,176.41,176.5,176.64,176.8,176.96,177.21,176.9,172.32,180.6,176.38,174.74,175.36,175.62,176.5,176.91,181.54,172.32,178.98,176.07,175.96,181.07,177.8,176.13,183.13,179.93,177.82,-0.02,-0.06,87.54,91.76,68.03,68.74,53.82,56.53,127.26,135.82,5.17,4.29,15.52,9.53,1.7,-9.27,-9.27,89.46,94.13,80.11,90.73,94.63,82.94,74.79,184.55,166.16,10.49,0.88,186.29,166.72,11.09,0.8,3.29,3.28,3.21,5.36,4.6,4.18,183.16,170.05,184.12,165.67,174.9,741482600,63460860.0,60605010.0,58671695.0,0.92,63.62,2866503924.48,150.87,0.2,27.9,35.72,25.22,100.0,60.0,40.0,182.64,183.7,184.5,181.84,180.78,168.89,-0.48,-0.26,2.31,182.78,182.96,182.69,-25834409.09
2023-11-10,AAPL,183.97,186.57,183.53,186.4,66133400,1.86,0.28,1.58,1.86,0.28,1.58,184.12,182.52,180.61,179.69,179.0,178.27,177.54,177.15,177.05,177.05,177.12,177.22,177.33,177.52,177.09,172.46,182.55,178.2,175.64,175.74,176.12,176.47,177.12,181.57,172.53,180.8,177.12,176.66,183.26,179.46,177.39,185.52,182.05,179.56,0.01,-0.05,87.96,92.6,78.85,72.87,57.64,59.22,134.94,167.32,8.94,5.02,18.18,13.4,7.55,-0.81,-0.81,99.09,95.06,107.15,99.19,95.59,106.38,75.83,186.08,165.39,11.77,1.02,186.13,166.82,10.94,1.01,3.29,3.28,3.25,5.37,5.17,4.53,184.11,170.98,186.57,165.67,176.12,807616000,60721700.0,61368440.0,59407010.0,1.11,70.77,2925240825.8,150.91,0.28,30.08,40.99,19.28,100.0,56.0,44.0,182.78,183.75,185.09,181.44,180.47,170.41,3.99,2.19,4.16,185.5,185.05,185.73,58736901.32
2023-11-13,AAPL,185.82,186.03,184.21,184.8,43627500,2.18,0.66,1.52,2.18,0.66,1.52,184.46,183.28,181.54,180.62,179.9,179.08,178.23,177.71,177.55,177.48,177.49,177.55,177.63,177.75,177.24,172.58,183.66,179.65,176.43,176.04,176.49,176.38,177.29,181.54,172.73,182.0,177.99,177.22,184.3,180.6,178.34,186.24,183.34,180.78,0.04,-0.03,83.1,85.02,87.45,68.65,58.04,57.78,106.6,141.72,10.73,3.25,14.51,11.36,6.08,-8.47,-8.47,89.24,92.6,82.53,91.53,93.82,86.96,70.22,187.09,164.99,12.55,0.9,185.61,167.16,10.46,0.96,3.06,3.28,3.17,4.94,5.52,4.78,184.79,171.67,186.57,165.67,176.12,763988500,56678940.0,60618090.0,58962535.0,0.74,65.44,2909899287.34,150.93,0.23,32.03,41.02,19.29,96.0,52.0,44.0,185.5,187.47,188.54,184.43,182.46,172.35,-1.6,-0.86,2.19,185.01,185.12,184.96,-15341538.46
2023-11-14,AAPL,187.7,188.11,186.3,187.44,60108400,2.62,1.05,1.57,2.62,1.05,1.57,185.95,184.66,182.85,181.86,181.06,180.13,179.11,178.43,178.19,178.03,177.98,177.98,178.01,178.07,177.44,172.73,184.79,181.32,177.36,176.55,176.99,176.34,177.49,181.55,172.95,183.42,179.07,177.92,185.88,182.04,179.52,187.75,185.04,182.32,0.08,-0.01,83.19,84.59,88.1,76.56,61.04,59.01,113.23,149.39,11.43,5.07,16.67,16.34,10.29,-2.99,-2.99,95.46,94.6,97.19,97.01,95.91,99.22,71.37,188.72,164.39,13.78,0.95,185.31,167.36,10.18,1.12,2.93,3.32,3.21,4.39,6.08,5.11,185.75,172.47,188.11,165.67,176.89,824096900,54594620.0,62144330.0,59090485.0,1.02,72.31,2925507545.9,150.97,0.23,33.73,45.04,17.35,100.0,48.0,52.0,185.01,185.82,186.83,184.0,183.19,174.06,2.64,1.43,3.31,187.28,187.2,187.32,15608258.56
2023-11-15,AAPL,187.85,189.5,187.78,188.01,53790500,2.98,1.44,1.54,2.98,1.44,1.54,186.98,185.78,184.0,182.98,182.13,181.11,179.96,179.14,178.82,178.59,178.47,178.42,178.4,178.4,177.65,172.88,185.81,182.72,178.49,177.16,177.47,176.44,177.66,181.58,173.17,184.64,180.16,178.63,187.19,183.38,180.66,188.86,186.53,183.76,0.11,0.02,79.9,81.75,87.35,88.94,64.1,58.68,109.85,138.05,10.41,4.57,14.04,21.12,12.17,-6.57,-6.25,90.77,91.82,88.67,93.43,93.99,92.3,67.63,190.35,163.97,14.89,0.91,185.83,167.05,10.64,1.12,2.77,3.06,3.12,4.01,6.6,5.45,186.07,173.84,189.5,165.67,177.58,877887400,55484660.0,61829890.0,59041790.0,0.91,79.98,2886102877.3,151.0,0.22,35.18,52.13,7.2,100.0,44.0,56.0,187.28,188.27,189.09,186.46,185.47,176.03,0.57,0.3,2.06,188.43,188.64,188.32,-39404668.6
2023-11-16,AAPL,189.57,190.96,188.65,189.71,54412900,3.37,1.83,1.54,3.37,1.83,1.54,188.35,187.09,185.27,184.2,183.29,182.19,180.89,179.93,179.53,179.2,179.01,178.91,178.85,178.77,177.89,173.05,187.27,183.94,180.01,177.87,177.96,176.68,177.81,181.6,173.39,185.91,181.36,179.42,188.65,184.82,181.9,190.21,188.14,185.3,0.14,0.04,81.06,87.92,87.97,89.09,67.83,62.96,111.67,130.27,11.09,4.98,12.14,21.49,14.25,-5.42,-4.94,91.53,92.59,89.4,94.58,95.01,93.72,64.74,192.17,163.58,16.08,0.91,186.79,166.57,11.44,1.14,2.69,3.12,3.14,4.11,7.15,5.86,187.12,174.65,190.96,165.67,178.32,932300300,55614540.0,59537700.0,58797290.0,0.93,80.05,2881627357.38,151.04,0.25,36.11,54.49,7.06,100.0,40.0,60.0,188.43,189.08,190.15,187.36,186.71,178.18,1.7,0.9,2.95,189.77,189.8,189.76,-4475519.91
2023-11-17,AAPL,190.25,190.38,188.57,189.69,50922700,3.63,2.19,1.44,3.63,2.19,1.44,189.02,187.96,186.25,185.2,184.28,183.13,181.72,180.65,180.18,179.79,179.53,179.38,179.27,179.13,178.12,173.21,187.93,185.24,181.44,178.72,178.37,176.91,178.03,181.6,173.58,186.95,182.48,180.18,189.65,186.04,183.02,190.94,189.39,186.63,0.17,0.07,84.6,85.68,86.12,88.13,68.47,63.13,99.05,111.93,9.04,6.06,13.04,19.4,16.81,-5.51,-5.02,89.41,90.57,87.09,94.49,94.17,95.14,64.33,193.73,163.7,16.81,0.87,187.66,166.16,12.15,1.09,2.68,3.03,3.1,3.58,7.51,6.24,187.79,175.66,190.96,165.67,178.32,881377600,52572400.0,56647050.0,58131225.0,0.88,73.74,2893725015.39,151.07,0.31,37.72,50.75,7.44,96.0,36.0,60.0,189.77,190.9,192.08,188.59,187.46,180.48,-0.02,-0.01,1.81,189.55,189.48,189.58,12097658.01
2023-11-20,AAPL,189.89,191.91,189.88,191.45,46505100,3.93,2.54,1.4,3.93,2.54,1.4,190.23,189.12,187.41,186.34,185.38,184.17,182.65,181.45,180.91,180.43,180.12,179.9,179.75,179.53,178.39,173.39,189.26,186.46,182.85,179.64,178.78,177.15,178.24,181.62,173.77,188.08,183.7,181.02,190.91,187.4,184.24,192.06,190.81,188.08,0.2,0.09,80.46,84.82,84.84,88.7,74.62,67.03,108.63,112.36,7.82,7.12,12.22,20.68,18.45,-2.11,-1.75,95.54,92.16,102.31,97.89,95.65,102.36,67.61,195.43,163.85,17.58,0.87,188.65,165.66,12.98,1.12,2.67,2.98,3.08,3.38,7.89,6.68,188.61,176.69,191.91,165.67,178.79,927882700,53147920.0,54913430.0,57657475.0,0.81,79.0,2919153912.44,151.1,0.31,39.83,55.37,5.25,100.0,32.0,68.0,189.55,190.52,191.36,188.71,187.74,182.37,1.76,0.93,2.22,191.08,190.9,191.17,25428897.04
2023-11-21,AAPL,191.41,191.52,189.74,190.64,38134500,4.06,2.84,1.22,4.06,2.84,1.22,190.44,189.63,188.12,187.12,186.19,184.98,183.41,182.13,181.54,181.0,180.63,180.37,180.18,179.9,178.63,173.56,189.9,187.34,184.18,180.5,179.19,177.44,178.42,181.59,173.96,188.84,184.75,181.79,191.5,188.39,185.24,192.29,191.7,189.18,0.23,0.12,88.93,78.56,85.31,84.26,72.97,67.84,92.56,97.46,7.92,7.62,8.82,16.67,17.2,-6.84,-4.84,87.43,90.79,80.69,93.16,95.18,89.11,61.44,196.73,164.26,17.99,0.81,189.55,165.33,13.65,1.05,2.33,2.81,2.97,3.18,8.12,7.02,189.04,177.79,191.91,165.67,178.79,889748200,48753140.0,51673880.0,57373370.0,0.66,73.74,2919582389.97,151.12,0.29,42.08,50.19,5.92,96.0,28.0,68.0,191.08,192.28,193.11,190.25,189.05,184.28,-0.81,-0.42,1.78,190.63,190.63,190.64,428477.53
2023-11-22,AAPL,191.49,192.93,190.83,191.31,39617700,4.17,3.11,1.06,4.17,3.11,1.06,190.87,190.19,188.83,187.88,186.98,185.77,184.16,182.81,182.17,181.57,181.15,180.84,180.61,180.27,178.88,173.74,190.56,188.19,185.33,181.51,179.58,177.78,178.54,181.57,174.14,189.56,185.78,182.57,192.09,189.35,186.23,192.59,192.53,190.24,0.25,0.15,84.99,82.34,83.74,82.1,73.13,68.97,97.71,98.55,6.74,8.8,8.42,13.74,20.21,-8.27,-5.94,82.77,88.58,71.14,91.73,94.26,86.66,60.28,197.8,165.22,17.95,0.8,190.47,165.09,14.27,1.03,2.35,2.7,2.97,2.97,8.14,7.36,189.57,178.76,192.93,165.67,179.3,929365900,45918580.0,50701620.0,56496405.0,0.7,72.62,2898075638.54,151.15,0.3,45.82,46.55,6.16,100.0,24.0,76.0,190.63,191.53,192.41,189.75,188.85,185.8,0.67,0.35,2.29,191.69,191.88,191.6,-21506751.43
2023-11-24,AAPL,190.87,190.9,189.25,189.97,24048300,4.1,3.3,0.79,4.1,3.3,0.79,190.42,190.12,189.09,188.26,187.44,186.29,184.72,183.34,182.67,182.04,181.58,181.24,180.98,180.59,179.1,173.9,190.61,188.94,186.16,182.66,179.89,178.07,178.58,181.56,174.33,189.89,186.58,183.24,192.01,189.91,186.94,192.05,192.79,190.89,0.27,0.17,65.56,66.07,74.47,80.52,75.07,71.08,62.65,77.44,4.48,8.27,7.56,13.32,23.08,-17.7,-10.86,66.06,78.75,40.67,82.3,89.06,68.77,54.6,197.82,167.5,16.6,0.74,191.2,164.94,14.75,0.95,2.17,2.55,2.93,2.2,7.58,7.6,189.82,179.62,192.93,166.83,179.88,905317600,39845660.0,47730100.0,54167555.0,0.44,77.78,2895014945.81,151.17,0.35,49.8,49.37,5.04,96.0,20.0,76.0,191.69,192.55,193.79,190.45,189.59,187.23,-1.34,-0.7,2.06,190.04,190.08,190.02,-3060692.73
2023-11-27,AAPL,189.92,190.67,188.9,189.79,40552600,3.98,3.44,0.54,3.98,3.44,0.54,190.11,190.01,189.24,188.54,187.8,186.73,185.2,183.82,183.13,182.47,181.98,181.61,181.33,180.89,179.31,174.06,190.63,189.28,187.04,183.74,180.25,178.36,178.61,181.54,174.53,190.04,187.26,183.88,191.84,190.34,187.55,191.5,192.89,191.39,0.28,0.19,50.84,75.75,71.89,77.19,84.08,70.68,50.81,69.44,3.77,9.78,3.39,10.56,21.57,-22.49,-12.03,52.64,67.15,23.61,77.51,83.84,64.83,55.33,197.58,169.9,15.07,0.72,191.87,164.85,15.15,0.92,2.13,2.45,2.75,2.02,6.92,7.81,190.09,180.31,192.93,167.9,180.42,864765000,37771640.0,45172020.0,53270230.0,0.76,71.19,2895244056.55,151.19,0.34,54.56,43.84,6.28,92.0,16.0,76.0,190.04,190.83,191.69,189.18,188.39,188.37,-0.18,-0.09,1.77,189.79,189.78,189.79,229110.73
2023-11-28,AAPL,189.78,191.08,189.4,190.4,38415400,3.89,3.53,0.36,3.89,3.53,0.36,190.25,190.14,189.5,188.88,188.2,187.19,185.7,184.31,183.6,182.91,182.39,181.99,181.68,181.2,179.53,174.22,190.42,189.84,187.78,184.75,180.64,178.61,178.62,181.54,174.73,190.25,187.89,184.54,191.85,190.79,188.17,191.31,193.06,191.91,0.29,0.21,56.61,69.32,75.14,74.6,83.73,70.8,55.86,69.98,4.38,10.06,5.6,8.58,20.11,-22.31,-10.11,50.87,56.52,39.58,77.69,79.16,74.74,54.61,197.34,172.15,13.64,0.72,192.54,164.68,15.6,0.92,1.94,2.32,2.73,1.29,6.3,8.02,190.33,181.06,192.93,167.9,180.42,903180400,36153700.0,44650810.0,52634450.0,0.73,69.92,2902561275.59,151.22,0.34,59.38,38.24,6.63,88.0,12.0,76.0,189.79,190.67,191.56,188.9,188.02,188.9,0.61,0.32,1.68,190.29,190.24,190.32,7317219.05
2023-11-29,AAPL,190.9,192.09,188.97,189.37,43014200,3.7,3.56,0.13,3.7,3.56,0.13,189.81,189.88,189.47,188.97,188.38,187.46,186.05,184.68,183.97,183.27,182.73,182.31,181.98,181.47,179.73,174.37,190.17,190.03,188.29,185.68,181.05,178.82,178.62,181.55,174.9,190.16,188.33,185.1,191.47,190.97,188.6,190.65,192.88,192.14,0.3,0.23,27.59,58.37,61.48,68.62,79.96,73.16,45.81,64.15,1.59,9.18,1.93,6.48,18.6,-32.01,-14.22,18.35,40.62,-26.2,67.99,74.39,55.17,47.85,196.56,174.8,11.72,0.67,193.08,164.56,15.95,0.87,2.13,2.41,2.73,1.0,5.44,8.14,190.86,181.23,192.93,170.12,181.52,860166200,37129640.0,42941390.0,52542860.0,0.82,63.07,2870576357.64,151.24,0.27,64.03,36.81,6.38,84.0,8.0,76.0,190.29,191.19,191.97,189.51,188.61,188.9,-1.03,-0.54,3.12,190.14,190.53,189.95,-31984917.95
2023-11-30,AAPL,189.84,190.32,188.19,189.95,48794400,3.55,3.56,-0.01,3.55,3.56,-0.01,189.88,189.9,189.58,189.15,188.62,187.77,186.42,185.07,184.36,183.64,183.08,182.65,182.29,181.75,179.93,174.53,189.9,190.23,188.76,186.47,181.52,179.11,178.74,181.56,175.09,190.14,188.74,185.67,191.34,191.21,189.05,190.41,192.81,192.42,0.3,0.24,42.18,51.71,71.62,71.54,80.03,82.19,13.0,49.88,2.79,11.02,1.94,7.54,15.98,-31.7,-13.06,37.13,35.45,40.49,68.3,71.32,62.24,49.42,196.0,176.95,10.21,0.68,193.67,164.54,16.27,0.87,2.12,2.4,2.69,0.71,4.76,8.24,191.21,181.63,192.93,173.35,183.14,908960600,38964980.0,42441780.0,52135835.0,0.94,55.35,2902418712.57,151.27,0.26,67.09,35.01,8.74,80.0,4.0,76.0,190.14,191.32,193.26,188.2,187.02,192.93,0.58,0.31,2.13,189.49,189.26,189.6,31842354.93
2023-12-01,AAPL,190.33,191.56,189.23,191.24,45704800,3.5,3.55,-0.05,3.5,3.55,-0.05,190.56,190.35,189.95,189.53,189.02,188.21,186.88,185.53,184.8,184.06,183.48,183.02,182.65,182.06,180.15,174.69,190.15,190.38,189.34,187.16,182.04,179.45,178.96,181.58,175.27,190.33,189.2,186.3,191.64,191.63,189.6,190.8,193.04,192.87,0.3,0.26,49.3,59.37,67.99,66.35,78.75,82.17,64.56,64.68,2.03,14.59,1.53,4.84,13.67,-19.38,-8.63,64.35,39.94,113.15,80.62,72.3,97.26,51.81,195.92,178.39,9.37,0.73,194.34,164.57,16.59,0.9,2.2,2.26,2.61,0.75,4.38,8.34,191.41,182.35,192.93,173.35,183.14,954665400,43296280.0,41570970.0,50554335.0,0.9,54.01,2935569404.42,151.3,0.23,68.55,33.22,9.24,76.0,0.0,76.0,189.49,190.78,191.62,188.65,187.36,192.84,1.29,0.68,2.33,190.68,190.4,190.82,33150691.85
2023-12-04,AAPL,189.98,190.05,187.45,189.43,43389500,3.27,3.49,-0.22,3.27,3.49,-0.22,190.0,190.04,189.83,189.51,189.09,188.36,187.12,185.82,185.1,184.36,183.77,183.3,182.91,182.3,180.34,174.84,190.08,190.36,189.55,187.8,182.59,179.74,179.15,181.57,175.45,190.16,189.41,186.78,191.22,191.64,189.87,190.21,192.71,192.9,0.3,0.26,45.09,37.86,56.02,65.42,71.0,76.94,-71.95,28.36,0.76,12.61,-0.26,4.63,12.78,-52.79,-17.88,36.13,45.87,16.66,47.21,65.38,10.88,54.08,195.07,180.52,7.75,0.61,194.83,164.66,16.79,0.82,2.41,2.38,2.61,0.78,3.64,8.26,191.88,182.36,192.93,176.21,184.57,911275900,43863660.0,40817650.0,48732350.0,0.89,53.95,2958265450.57,151.33,0.19,68.71,31.62,14.14,72.0,0.0,72.0,190.68,192.12,193.01,189.79,188.35,192.74,-1.81,-0.95,3.79,188.98,188.75,189.09,22696046.15
2023-12-05,AAPL,190.21,194.4,190.18,193.42,66628400,3.37,3.47,-0.1,3.37,3.47,-0.1,191.71,191.17,190.63,190.22,189.75,188.99,187.72,186.38,185.64,184.86,184.24,183.74,183.32,182.66,180.59,175.03,190.68,190.55,190.12,188.51,183.28,180.09,179.39,181.6,175.65,190.71,189.95,187.48,192.2,192.35,190.6,191.6,193.42,193.61,0.29,0.27,69.5,62.09,63.17,68.28,76.78,79.02,200.93,110.19,1.96,13.58,1.97,5.98,14.19,-14.1,-5.39,85.9,62.13,133.45,85.9,71.24,115.21,59.91,194.99,182.03,6.88,0.88,195.62,164.56,17.25,0.93,2.83,2.5,2.64,1.21,3.24,8.29,192.71,182.73,194.4,178.97,186.68,977904300,49506260.0,42829980.0,48871705.0,1.36,54.56,2993947958.63,151.37,0.17,68.84,36.61,13.47,100.0,4.0,96.0,188.98,190.5,191.58,187.9,186.38,187.45,3.99,2.11,4.97,192.67,192.29,192.86,35682508.06
2023-12-06,AAPL,194.45,194.76,192.11,192.32,41089700,3.33,3.44,-0.11,3.33,3.44,-0.11,192.01,191.55,191.0,190.6,190.15,189.41,188.16,186.82,186.07,185.28,184.64,184.11,183.68,182.98,180.83,175.2,191.27,190.72,190.45,189.03,183.9,180.5,179.65,181.58,175.87,191.03,190.31,188.06,192.54,192.75,191.12,192.0,193.67,194.01,0.29,0.27,59.8,54.23,58.67,62.76,71.94,74.84,181.23,122.75,1.39,12.62,1.68,4.31,10.5,-33.38,-15.45,66.62,62.88,74.1,66.62,66.58,66.71,56.17,194.91,183.16,6.21,0.78,196.23,164.77,17.43,0.88,2.95,2.54,2.61,1.34,2.94,8.23,193.24,183.08,194.76,181.59,188.18,936814600,49121360.0,43125500.0,47399690.0,0.87,53.71,2959370588.44,151.4,0.09,66.49,33.11,13.25,100.0,0.0,100.0,192.67,195.15,196.89,190.93,188.45,187.45,-1.1,-0.57,2.65,193.06,193.44,192.88,-34577370.19
2023-12-07,AAPL,193.63,195.0,193.59,194.27,47477700,3.41,3.43,-0.02,3.41,3.43,-0.02,193.14,192.46,191.73,191.27,190.78,190.02,188.74,187.37,186.6,185.78,185.11,184.55,184.09,183.35,181.09,175.39,192.14,191.02,190.86,189.6,184.68,180.98,179.99,181.58,176.1,191.68,190.81,188.73,193.4,193.42,191.82,193.12,194.34,194.68,0.29,0.28,72.85,67.15,59.18,63.3,71.33,73.67,189.77,162.15,1.47,11.67,2.96,4.56,11.38,-9.67,-5.44,90.33,80.95,109.09,90.33,80.95,109.09,57.58,195.17,184.04,5.87,0.92,196.9,165.05,17.6,0.92,3.1,2.52,2.58,1.75,2.78,8.07,193.78,183.7,195.0,181.81,188.4,984292300,48858020.0,43911500.0,47306560.0,1.0,53.28,2957686982.06,151.43,0.07,63.72,29.9,13.35,100.0,0.0,100.0,193.06,194.02,195.71,191.37,190.41,187.74,1.95,1.01,2.68,194.29,194.3,194.28,-1683606.38
2023-12-08,AAPL,194.2,195.99,193.67,195.71,53406400,3.55,3.46,0.09,3.55,3.46,0.09,194.43,193.54,192.61,192.08,191.54,190.73,189.4,187.99,187.18,186.33,185.62,185.04,184.55,183.76,181.38,175.59,193.03,191.59,191.26,190.27,185.64,181.48,180.32,181.59,176.33,192.53,191.39,189.44,194.48,194.24,192.62,194.48,195.21,195.5,0.29,0.28,74.87,71.45,65.85,66.22,71.68,76.62,172.03,183.88,2.66,10.22,5.74,6.02,13.3,-3.28,-1.97,96.72,84.56,121.05,96.72,84.56,121.05,63.9,195.37,185.16,5.37,1.03,197.65,165.3,17.83,0.94,2.98,2.56,2.6,2.24,2.55,7.58,194.52,184.29,195.99,183.53,189.76,1037698700,50398340.0,46847310.0,47288705.0,1.13,61.75,2998202182.06,151.47,0.14,61.45,32.24,12.94,100.0,4.0,96.0,194.29,194.98,195.7,193.57,192.88,188.18,1.44,0.74,2.32,195.12,194.83,195.27,40515200.0
2023-12-11,AAPL,193.11,193.49,191.42,193.18,60943700,3.42,3.45,-0.03,3.42,3.45,-0.03,193.8,193.42,192.74,192.28,191.79,191.03,189.76,188.37,187.57,186.71,185.99,185.39,184.89,184.07,181.62,175.77,193.78,191.93,191.5,190.6,186.47,181.92,180.62,181.59,176.56,192.82,191.67,189.93,194.41,194.46,193.02,194.18,195.22,195.72,0.29,0.28,57.57,58.84,55.24,54.47,67.04,69.51,54.42,84.26,0.98,9.36,3.39,1.73,6.78,-32.9,-22.55,67.1,84.72,31.86,67.1,84.72,31.86,59.08,195.53,185.68,5.17,0.76,198.15,165.68,17.85,0.85,3.29,2.7,2.69,2.19,2.46,6.95,195.17,184.35,195.99,184.21,190.1,976755000,53909180.0,48886420.0,47029220.0,1.3,52.95,3040892213.46,151.51,0.12,56.87,26.44,18.17,96.0,0.0,96.0,195.12,196.58,197.44,194.26,192.8,188.8,-2.53,-1.29,4.29,192.7,192.46,192.82,42690031.4
2023-12-12,AAPL,193.08,194.72,191.72,194.71,52696900,3.4,3.44,-0.04,3.4,3.44,-0.04,194.26,193.85,193.18,192.72,192.24,191.49,190.23,188.84,188.03,187.16,186.42,185.8,185.27,184.41,181.88,175.95,194.04,192.36,191.71,191.1,187.28,182.33,180.9,181.62,176.79,193.33,192.06,190.46,194.82,194.91,193.56,194.62,195.58,196.16,0.29,0.28,71.05,66.46,63.14,60.15,64.25,68.58,82.18,110.55,2.5,8.64,4.31,4.07,9.91,-14.99,-10.87,85.01,82.94,89.15,85.01,82.94,89.15,61.49,195.53,186.67,4.64,0.91,198.79,165.88,18.05,0.88,3.39,2.79,2.64,2.28,2.22,6.4,195.82,184.65,195.99,186.3,191.14,1029451900,51122880.0,50314570.0,47482690.0,1.11,59.93,3093237800.79,151.55,0.19,53.02,28.76,17.25,92.0,0.0,92.0,192.7,193.97,194.77,191.9,190.63,189.38,1.53,0.79,3.0,193.72,193.22,193.96,52345587.33
